x,y1,y2
-4.80000,2950.91402,2968.48812
-4.78438,1087.57330,2128.37986
-4.76877,-359.62619,875.33591
-4.75315,-607.62723,632.03705
-4.73754,-619.66690,620.00792
-4.72192,-619.83671,619.83811
-4.70631,-619.83741,619.83741
-4.69069,-619.83741,619.83741
-4.67508,-619.83741,619.83741
-4.65946,-619.83741,619.83741
-4.64384,-619.83741,619.83741
-4.62823,-619.83741,619.83741
-4.61261,-619.83741,619.83741
-4.59700,-619.83741,619.83741
-4.58138,-619.83741,619.83741
-4.56577,-619.83741,619.83741
-4.55015,-619.83741,619.83741
-4.53453,-619.83741,619.83741
-4.51892,-619.83741,619.83741
-4.50330,-619.83741,619.83741
-4.48769,-619.83741,619.83741
-4.47207,-619.83741,619.83741
-4.45646,-619.83741,619.83741
-4.44084,-619.83741,619.83741
-4.42523,-619.83741,619.83741
-4.40961,-619.83741,619.83741
-4.39399,-619.83741,619.83741
-4.37838,-619.83741,619.83741
-4.36276,-619.83741,619.83741
-4.34715,-619.83741,619.83741
-4.33153,-619.83741,619.83741
-4.31592,-619.83741,619.83741
-4.30030,-619.83741,619.83741
-4.28468,-619.83741,619.83741
-4.26907,-619.83741,619.83741
-4.25345,-619.83741,619.83741
-4.23784,-619.83741,619.83741
-4.22222,-619.83741,619.83741
-4.20661,-619.83741,619.83741
-4.19099,-619.83741,619.83741
-4.17538,-619.83741,619.83741
-4.15976,-619.83741,619.83741
-4.14414,-619.83741,619.83741
-4.12853,-619.83741,619.83741
-4.11291,-619.83741,619.83741
-4.09730,-619.83741,619.83741
-4.08168,-619.83741,619.83741
-4.06607,-619.83741,619.83741
-4.05045,-619.83741,619.83741
-4.03483,-619.83741,619.83741
-4.01922,-619.83741,619.83741
-4.00360,-619.83741,619.83741
-3.98799,-619.83741,619.83741
-3.97237,-619.83741,619.83741
-3.95676,-619.83741,619.83741
-3.94114,-619.83741,619.83741
-3.92553,-619.83741,619.83741
-3.90991,-619.83741,619.83741
-3.89429,-619.83741,619.83741
-3.87868,-619.83741,619.83741
-3.86306,-619.83741,619.83741
-3.84745,-619.83741,619.83741
-3.83183,-619.83741,619.83741
-3.81622,-619.83741,619.83741
-3.80060,-619.83741,619.83741
-3.78498,-619.83741,619.83741
-3.76937,-619.83741,619.83741
-3.75375,-619.83741,619.83741
-3.73814,-619.83741,619.83741
-3.72252,-619.83741,619.83741
-3.70691,-619.83741,619.83741
-3.69129,-619.83741,619.83741
-3.67568,-619.83741,619.83741
-3.66006,-619.83741,619.83741
