x,y1,y2
-15.01165,41.29309,80.52382
-14.90612,41.27784,80.50722
-14.80058,41.26290,80.49095
-14.69505,41.24828,80.47501
-14.58951,41.23398,80.45939
-14.48397,41.21999,80.44411
-14.37844,41.20631,80.42915
-14.27290,41.19295,80.41451
-14.16737,41.17991,80.40021
-14.06183,41.16718,80.38623
-13.95630,41.15476,80.37257
-13.85076,41.14266,80.35924
-13.74523,41.13087,80.34623
-13.63969,41.11940,80.33354
-13.53415,41.10824,80.32118
-13.42862,41.09740,80.30914
-13.32308,41.08687,80.29742
-13.21755,41.07665,80.28603
-13.11201,41.06674,80.27495
-13.00648,41.05715,80.26420
-12.90094,41.04787,80.25376
-12.79541,41.03891,80.24364
-12.68987,41.03025,80.23384
-12.58433,41.02191,80.22436
-12.47880,41.01388,80.21519
-12.37326,41.00615,80.20635
-12.26773,40.99874,80.19781
-12.16219,40.99165,80.18960
-12.05666,40.98486,80.18170
-11.95112,40.97838,80.17411
-11.84559,40.97221,80.16683
-11.74005,40.96634,80.15987
-11.63451,40.96079,80.15323
-11.52898,40.95555,80.14689
-11.42344,40.95061,80.14086
-11.31791,40.94598,80.13515
-11.21237,40.94166,80.12975
-11.10684,40.93764,80.12465
-11.00130,40.93394,80.11987
-10.89577,40.93053,80.11539
-10.79023,40.92743,80.11122
-10.68469,40.92464,80.10735
-10.57916,40.92215,80.10380
-10.47362,40.91997,80.10055
-10.36809,40.91809,80.09760
-10.26255,40.91651,80.09496
-10.15702,40.91523,80.09262
-10.05148,40.91426,80.09059
-9.94595,40.91359,80.08886
-9.84041,40.91322,80.08743
-9.73487,40.91315,80.08630
-9.62934,40.91338,80.08547
-9.52380,40.91391,80.08494
-9.41827,40.91473,80.08471
-9.31273,40.91586,80.08478
-9.20720,40.91728,80.08515
-9.10166,40.91900,80.08582
-8.99613,40.92102,80.08678
-8.89059,40.92334,80.08804
-8.78506,40.92595,80.08959
-8.67952,40.92885,80.09144
-8.57398,40.93205,80.09358
-8.46845,40.93554,80.09602
-8.36291,40.93932,80.09875
-8.25738,40.94340,80.10177
-8.15184,40.94777,80.10508
-8.04631,40.95243,80.10868
-7.94077,40.95738,80.11257
-7.83524,40.96262,80.11675
-7.72970,40.96814,80.12122
-7.62416,40.97396,80.12597
-7.51863,40.98007,80.13102
-7.41309,40.98646,80.13635
-7.30756,40.99314,80.14196
-7.20202,41.00010,80.14786
-7.09649,41.00735,80.15405
-6.99095,41.01488,80.16051
-6.88542,41.02270,80.16726
-6.77988,41.03079,80.17429
-6.67434,41.03917,80.18161
-6.56881,41.04784,80.18920
-6.46327,41.05678,80.19707
-6.35774,41.06600,80.20522
-6.25220,41.07550,80.21365
-6.14667,41.08528,80.22236
-6.04113,41.09534,80.23134
-5.93560,41.10567,80.24060
-5.83006,41.11628,80.25013
-5.72452,41.12716,80.25994
-5.61899,41.13832,80.27002
-5.51345,41.14975,80.28038
-5.40792,41.16146,80.29100
-5.30238,41.17344,80.30190
-5.19685,41.18568,80.31307
-5.09131,41.19820,80.32450
-4.98578,41.21099,80.33621
-4.88024,41.22404,80.34818
-4.77470,41.23737,80.36042
-4.66917,41.25096,80.37293
-4.56363,41.26481,80.38570
-4.45810,41.27893,80.39874
-4.35256,41.29332,80.41204
-4.24703,41.30797,80.42560
-4.14149,41.32288,80.43943
-4.03596,41.33805,80.45351
-3.93042,41.35348,80.46786
-3.82488,41.36918,80.48247
-3.71935,41.38513,80.49733
-3.61381,41.40134,80.51246
-3.50828,41.41780,80.52784
-3.40274,41.43453,80.54347
-3.29721,41.45151,80.55937
-3.19167,41.46874,80.57551
-3.08614,41.48623,80.59191
-2.98060,41.50396,80.60857
-2.87507,41.52195,80.62547
-2.76953,41.54020,80.64263
-2.66399,41.55869,80.66003
-2.55846,41.57743,80.67769
-2.45292,41.59641,80.69559
-2.34739,41.61565,80.71374
-2.24185,41.63513,80.73214
-2.13632,41.65485,80.75078
-2.03078,41.67482,80.76967
-1.92525,41.69503,80.78880
-1.81971,41.71548,80.80818
-1.71417,41.73617,80.82779
-1.60864,41.75711,80.84765
-1.50310,41.77828,80.86775
-1.39757,41.79969,80.88808
-1.29203,41.82134,80.90866
-1.18650,41.84322,80.92947
-1.08096,41.86534,80.95052
-0.97543,41.88769,80.97181
-0.86989,41.91028,80.99333
-0.76435,41.93309,81.01508
-0.65882,41.95614,81.03706
-0.55328,41.97942,81.05928
-0.44775,42.00292,81.08173
-0.34221,42.02665,81.10441
-0.23668,42.05061,81.12731
-0.13114,42.07480,81.15045
-0.02561,42.09921,81.17381
0.07993,42.12384,81.19740
0.18547,42.14870,81.22121
0.29100,42.17377,81.24524
0.39654,42.19907,81.26950
0.50207,42.22459,81.29398
0.60761,42.25032,81.31869
0.71314,42.27627,81.34361
0.81868,42.30244,81.36875
0.92421,42.32882,81.39411
1.02975,42.35542,81.41969
1.13529,42.38223,81.44548
1.24082,42.40925,81.47148
1.34636,42.43648,81.49771
1.45189,42.46391,81.52414
1.55743,42.49156,81.55079
1.66296,42.51942,81.57764
1.76850,42.54748,81.60471
1.87403,42.57574,81.63199
1.97957,42.60421,81.65947
2.08511,42.63289,81.68716
2.19064,42.66176,81.71505
2.29618,42.69083,81.74316
2.40171,42.72011,81.77146
2.50725,42.74958,81.79997
2.61278,42.77925,81.82868
2.71832,42.80911,81.85758
2.82385,42.83917,81.88669
2.92939,42.86942,81.91600
3.03492,42.89987,81.94550
3.14046,42.93050,81.97520
3.24600,42.96133,82.00510
3.35153,42.99235,82.03519
3.45707,43.02355,82.06547
3.56260,43.05494,82.09595
3.66814,43.08652,82.12661
3.77367,43.11828,82.15747
3.87921,43.15022,82.18851
3.98474,43.18234,82.21974
4.09028,43.21465,82.25116
4.19582,43.24713,82.28276
4.30135,43.27980,82.31455
4.40689,43.31264,82.34652
4.51242,43.34566,82.37868
4.61796,43.37885,82.41101
4.72349,43.41222,82.44352
4.82903,43.44575,82.47622
4.93456,43.47947,82.50909
5.04010,43.51335,82.54213
5.14564,43.54739,82.57536
5.25117,43.58161,82.60875
5.35671,43.61600,82.64232
5.46224,43.65055,82.67606
5.56778,43.68526,82.70998
5.67331,43.72014,82.74406
5.77885,43.75517,82.77831
5.88438,43.79037,82.81273
5.98992,43.82573,82.84731
6.09546,43.86125,82.88206
6.20099,43.89692,82.91698
6.30653,43.93275,82.95206
6.41206,43.96874,82.98729
6.51760,44.00487,83.02269
6.62313,44.04116,83.05825
6.72867,44.07760,83.09397
6.83420,44.11419,83.12984
6.93974,44.15093,83.16587
7.04528,44.18782,83.20206
7.15081,44.22485,83.23840
7.25635,44.26203,83.27489
7.36188,44.29935,83.31153
7.46742,44.33681,83.34832
7.57295,44.37442,83.38526
7.67849,44.41216,83.42235
7.78402,44.45004,83.45959
7.88956,44.48806,83.49697
7.99510,44.52622,83.53449
8.10063,44.56451,83.57216
8.20617,44.60294,83.60997
8.31170,44.64150,83.64792
8.41724,44.68019,83.68601
8.52277,44.71901,83.72424
8.62831,44.75795,83.76261
8.73384,44.79703,83.80111
8.83938,44.83623,83.83974
8.94491,44.87556,83.87851
9.05045,44.91501,83.91741
9.15599,44.95459,83.95644
9.26152,44.99428,83.99561
9.36706,45.03410,84.03490
9.47259,45.07403,84.07432
9.57813,45.11409,84.11386
9.68366,45.15426,84.15353
9.78920,45.19454,84.19332
9.89473,45.23494,84.23324
10.00027,45.27545,84.27327
10.10581,45.31607,84.31343
10.21134,45.35681,84.35371
10.31688,45.39765,84.39410
10.42241,45.43860,84.43461
10.52795,45.47965,84.47523
10.63348,45.52082,84.51597
10.73902,45.56208,84.55682
10.84455,45.60345,84.59779
10.95009,45.64492,84.63886
11.05563,45.68649,84.68004
11.16116,45.72816,84.72133
11.26670,45.76993,84.76273
11.37223,45.81179,84.80423
11.47777,45.85375,84.84584
11.58330,45.89580,84.88755
11.68884,45.93795,84.92936
11.79437,45.98019,84.97127
11.89991,46.02252,85.01328
12.00545,46.06493,85.05538
12.11098,46.10744,85.09759
12.21652,46.15003,85.13989
12.32205,46.19271,85.18228
12.42759,46.23547,85.22477
12.53312,46.27831,85.26734
12.63866,46.32124,85.31001
12.74419,46.36424,85.35277
12.84973,46.40733,85.39561
12.95527,46.45049,85.43855
13.06080,46.49373,85.48156
13.16634,46.53705,85.52466
13.27187,46.58044,85.56785
13.37741,46.62390,85.61111
13.48294,46.66743,85.65446
13.58848,46.71104,85.69788
13.69401,46.75471,85.74139
13.79955,46.79845,85.78496
13.90509,46.84226,85.82862
14.01062,46.88614,85.87235
14.11616,46.93007,85.91615
14.22169,46.97407,85.96002
14.32723,47.01814,86.00396
14.43276,47.06226,86.04797
14.53830,47.10644,86.09205
14.64383,47.15069,86.13620
14.74937,47.19498,86.18041
14.85490,47.23934,86.22468
14.96044,47.28374,86.26902
15.06598,47.32821,86.31342
15.17151,47.37272,86.35788
15.27705,47.41728,86.40239
15.38258,47.46189,86.44697
15.48812,47.50656,86.49160
15.59365,47.55126,86.53629
15.69919,47.59602,86.58103
15.80472,47.64082,86.62582
15.91026,47.68566,86.67066
16.01580,47.73054,86.71556
16.12133,47.77547,86.76050
16.22687,47.82043,86.80549
16.33240,47.86544,86.85052
16.43794,47.91048,86.89560
16.54347,47.95555,86.94073
16.64901,48.00067,86.98589
16.75454,48.04581,87.03110
16.86008,48.09099,87.07635
16.96562,48.13620,87.12164
17.07115,48.18143,87.16696
17.17669,48.22670,87.21232
17.28222,48.27200,87.25771
17.38776,48.31732,87.30314
17.49329,48.36266,87.34860
17.59883,48.40804,87.39409
17.70436,48.45343,87.43961
17.80990,48.49884,87.48516
17.91544,48.54428,87.53073
18.02097,48.58973,87.57633
18.12651,48.63520,87.62196
18.23204,48.68069,87.66761
18.33758,48.72620,87.71328
18.44311,48.77172,87.75897
18.54865,48.81725,87.80469
18.65418,48.86279,87.85042
18.75972,48.90835,87.89616
18.86526,48.95391,87.94193
18.97079,48.99948,87.98770
19.07633,49.04507,88.03350
19.18186,49.09065,88.07930
19.28740,49.13624,88.12511
19.39293,49.18184,88.17094
19.49847,49.22744,88.21677
19.60400,49.27303,88.26261
19.70954,49.31863,88.30845
19.81508,49.36423,88.35430
19.92061,49.40983,88.40015
20.02615,49.45542,88.44601
20.13168,49.50101,88.49186
20.23722,49.54659,88.53771
20.34275,49.59217,88.58357
20.44829,49.63774,88.62942
20.55382,49.68330,88.67526
20.65936,49.72885,88.72110
20.76489,49.77438,88.76694
20.87043,49.81991,88.81276
20.97597,49.86542,88.85858
21.08150,49.91092,88.90438
21.18704,49.95640,88.95018
21.29257,50.00186,88.99596
21.39811,50.04731,89.04173
21.50364,50.09273,89.08748
21.60918,50.13814,89.13322
21.71471,50.18352,89.17893
21.82025,50.22888,89.22463
21.92579,50.27422,89.27031
22.03132,50.31953,89.31597
22.13686,50.36482,89.36160
22.24239,50.41008,89.40721
22.34793,50.45531,89.45280
22.45346,50.50051,89.49836
22.55900,50.54568,89.54389
22.66453,50.59082,89.58939
22.77007,50.63593,89.63487
22.87561,50.68100,89.68031
22.98114,50.72604,89.72572
23.08668,50.77104,89.77109
23.19221,50.81600,89.81644
23.29775,50.86093,89.86174
23.40328,50.90581,89.90701
23.50882,50.95066,89.95224
23.61435,50.99546,89.99743
23.71989,51.04022,90.04258
23.82543,51.08494,90.08769
23.93096,51.12961,90.13275
24.03650,51.17424,90.17777
24.14203,51.21882,90.22275
24.24757,51.26335,90.26768
24.35310,51.30783,90.31256
24.45864,51.35227,90.35739
24.56417,51.39665,90.40217
24.66971,51.44098,90.44690
24.77525,51.48525,90.49158
24.88078,51.52947,90.53620
24.98632,51.57364,90.58077
25.09185,51.61774,90.62528
25.19739,51.66180,90.66974
25.30292,51.70579,90.71413
25.40846,51.74972,90.75847
25.51399,51.79359,90.80275
25.61953,51.83740,90.84696
25.72507,51.88115,90.89112
25.83060,51.92483,90.93521
25.93614,51.96845,90.97923
26.04167,52.01200,91.02319
26.14721,52.05548,91.06708
26.25274,52.09890,91.11090
26.35828,52.14225,91.15465
26.46381,52.18552,91.19833
26.56935,52.22873,91.24194
26.67488,52.27186,91.28547
26.78042,52.31492,91.32893
26.88596,52.35791,91.37232
26.99149,52.40082,91.41563
27.09703,52.44366,91.45886
27.20256,52.48642,91.50201
27.30810,52.52910,91.54509
27.41363,52.57170,91.58808
27.51917,52.61422,91.63099
27.62470,52.65666,91.67382
27.73024,52.69901,91.71656
27.83578,52.74129,91.75922
27.94131,52.78348,91.80180
28.04685,52.82558,91.84428
28.15238,52.86760,91.88668
28.25792,52.90953,91.92898
28.36345,52.95137,91.97120
28.46899,52.99313,92.01333
28.57452,53.03479,92.05536
28.68006,53.07636,92.09730
28.78560,53.11784,92.13914
28.89113,53.15923,92.18089
28.99667,53.20052,92.22254
29.10220,53.24172,92.26410
29.20774,53.28283,92.30555
29.31327,53.32383,92.34691
29.41881,53.36474,92.38816
29.52434,53.40555,92.42931
29.62988,53.44626,92.47036
29.73542,53.48687,92.51131
29.84095,53.52738,92.55215
29.94649,53.56779,92.59288
30.05202,53.60809,92.63351
30.15756,53.64829,92.67403
30.26309,53.68838,92.71444
30.36863,53.72837,92.75474
30.47416,53.76825,92.79493
30.57970,53.80802,92.83500
30.68524,53.84768,92.87497
30.79077,53.88724,92.91482
30.89631,53.92668,92.95455
31.00184,53.96601,92.99417
31.10738,54.00523,93.03367
31.21291,54.04433,93.07306
31.31845,54.08332,93.11232
31.42398,54.12220,93.15147
31.52952,54.16095,93.19050
31.63506,54.19960,93.22940
31.74059,54.23812,93.26818
31.84613,54.27652,93.30684
31.95166,54.31481,93.34537
32.05720,54.35297,93.38378
32.16273,54.39102,93.42207
32.26827,54.42894,93.46022
32.37380,54.46673,93.49825
32.47934,54.50440,93.53615
32.58487,54.54195,93.57392
32.69041,54.57937,93.61156
32.79595,54.61667,93.64906
32.90148,54.65384,93.68644
33.00702,54.69087,93.72368
33.11255,54.72778,93.76079
33.21809,54.76456,93.79776
33.32362,54.80121,93.83459
33.42916,54.83773,93.87129
33.53469,54.87411,93.90786
33.64023,54.91036,93.94428
33.74577,54.94647,93.98056
33.85130,54.98245,94.01671
33.95684,55.01830,94.05271
34.06237,55.05400,94.08857
34.16791,55.08957,94.12429
34.27344,55.12500,94.15987
34.37898,55.16029,94.19530
34.48451,55.19544,94.23059
34.59005,55.23045,94.26573
34.69559,55.26531,94.30073
34.80112,55.30003,94.33558
34.90666,55.33461,94.37028
35.01219,55.36905,94.40483
35.11773,55.40334,94.43923
35.22326,55.43748,94.47348
35.32880,55.47147,94.50758
35.43433,55.50532,94.54153
35.53987,55.53902,94.57533
35.64541,55.57257,94.60897
35.75094,55.60597,94.64246
35.85648,55.63922,94.67579
35.96201,55.67231,94.70897
36.06755,55.70526,94.74200
36.17308,55.73805,94.77486
36.27862,55.77068,94.80757
36.38415,55.80316,94.84012
36.48969,55.83548,94.87251
36.59523,55.86765,94.90475
36.70076,55.89966,94.93682
36.80630,55.93151,94.96873
36.91183,55.96320,95.00048
37.01737,55.99474,95.03207
37.12290,56.02611,95.06350
37.22844,56.05732,95.09476
37.33397,56.08836,95.12586
37.43951,56.11925,95.15679
37.54505,56.14997,95.18756
37.65058,56.18052,95.21816
37.75612,56.21091,95.24860
37.86165,56.24114,95.27887
37.96719,56.27119,95.30897
38.07272,56.30108,95.33890
38.17826,56.33080,95.36867
38.28379,56.36035,95.39826
38.38933,56.38973,95.42769
38.49486,56.41894,95.45695
38.60040,56.44798,95.48603
38.70594,56.47684,95.51494
38.81147,56.50553,95.54369
38.91701,56.53405,95.57226
39.02254,56.56239,95.60065
39.12808,56.59056,95.62888
39.23361,56.61855,95.65692
39.33915,56.64636,95.68480
39.44468,56.67400,95.71250
39.55022,56.70146,95.74002
39.65576,56.72873,95.76737
39.76129,56.75583,95.79455
39.86683,56.78275,95.82154
39.97236,56.80948,95.84836
40.07790,56.83603,95.87500
40.18343,56.86240,95.90147
40.28897,56.88858,95.92775
40.39450,56.91458,95.95386
40.50004,56.94039,95.97978
40.60558,56.96602,96.00553
40.71111,56.99146,96.03110
40.81665,57.01671,96.05649
40.92218,57.04178,96.08169
41.02772,57.06665,96.10672
41.13325,57.09133,96.13157
41.23879,57.11582,96.15623
41.34432,57.14012,96.18071
41.44986,57.16423,96.20501
41.55540,57.18815,96.22913
41.66093,57.21187,96.25306
41.76647,57.23539,96.27681
41.87200,57.25872,96.30038
41.97754,57.28186,96.32376
42.08307,57.30479,96.34696
42.18861,57.32753,96.36997
42.29414,57.35007,96.39280
42.39968,57.37241,96.41545
42.50522,57.39455,96.43791
42.61075,57.41649,96.46019
42.71629,57.43823,96.48228
42.82182,57.45977,96.50418
42.92736,57.48110,96.52590
43.03289,57.50223,96.54743
43.13843,57.52315,96.56878
43.24396,57.54387,96.58994
43.34950,57.56438,96.61092
43.45504,57.58468,96.63171
43.56057,57.60478,96.65231
43.66611,57.62466,96.67272
43.77164,57.64434,96.69295
43.87718,57.66381,96.71299
43.98271,57.68307,96.73284
44.08825,57.70211,96.75251
44.19378,57.72094,96.77199
44.29932,57.73956,96.79128
44.40485,57.75796,96.81039
44.51039,57.77615,96.82931
44.61593,57.79413,96.84804
44.72146,57.81188,96.86658
44.82700,57.82942,96.88493
44.93253,57.84675,96.90310
45.03807,57.86385,96.92108
45.14360,57.88073,96.93888
45.24914,57.89739,96.95648
45.35467,57.91383,96.97390
45.46021,57.93005,96.99113
45.56575,57.94605,97.00818
45.67128,57.96182,97.02503
45.77682,57.97737,97.04170
45.88235,57.99269,97.05819
45.98789,58.00779,97.07448
46.09342,58.02266,97.09059
46.19896,58.03730,97.10652
46.30449,58.05171,97.12225
46.41003,58.06590,97.13780
46.51557,58.07985,97.15317
46.62110,58.09357,97.16835
46.72664,58.10706,97.18334
46.83217,58.12032,97.19815
46.93771,58.13334,97.21277
47.04324,58.14613,97.22720
47.14878,58.15869,97.24146
47.25431,58.17101,97.25552
47.35985,58.18309,97.26941
47.46539,58.19493,97.28311
47.57092,58.20654,97.29662
47.67646,58.21790,97.30995
47.78199,58.22903,97.32310
47.88753,58.23991,97.33606
47.99306,58.25055,97.34885
48.09860,58.26095,97.36145
48.20413,58.27111,97.37387
48.30967,58.28102,97.38610
48.41521,58.29068,97.39816
48.52074,58.30010,97.41003
48.62628,58.30928,97.42173
48.73181,58.31820,97.43324
48.83735,58.32687,97.44457
48.94288,58.33530,97.45573
49.04842,58.34347,97.46671
49.15395,58.35139,97.47750
49.25949,58.35906,97.48812
49.36503,58.36648,97.49857
49.47056,58.37364,97.50883
49.57610,58.38055,97.51892
49.68163,58.38720,97.52884
49.78717,58.39359,97.53858
49.89270,58.39973,97.54814
49.99824,58.40560,97.55753
50.10377,58.41122,97.56674
50.20931,58.41658,97.57579
50.31484,58.42167,97.58466
50.42038,58.42650,97.59335
50.52592,58.43107,97.60188
50.63145,58.43537,97.61024
50.73699,58.43941,97.61842
50.84252,58.44318,97.62644
50.94806,58.44668,97.63429
51.05359,58.44992,97.64197
51.15913,58.45288,97.64948
51.26466,58.45558,97.65682
51.37020,58.45800,97.66400
51.47574,58.46015,97.67102
51.58127,58.46203,97.67787
51.68681,58.46363,97.68455
51.79234,58.46496,97.69108
51.89788,58.46601,97.69744
52.00341,58.46679,97.70364
52.10895,58.46729,97.70967
52.21448,58.46750,97.71555
52.32002,58.46744,97.72127
52.42556,58.46710,97.72683
52.53109,58.46647,97.73224
52.63663,58.46556,97.73749
52.74216,58.46436,97.74258
52.84770,58.46288,97.74752
52.95323,58.46112,97.75230
53.05877,58.45906,97.75693
53.16430,58.45672,97.76141
53.26984,58.45409,97.76574
53.37538,58.45117,97.76991
53.48091,58.44795,97.77394
53.58645,58.44444,97.77782
53.69198,58.44064,97.78155
53.79752,58.43655,97.78514
53.90305,58.43215,97.78858
54.00859,58.42746,97.79188
54.11412,58.42247,97.79503
